source_sheet,TEAM,POSITION,PLAYER,COMP.,ATTEMPTS,PASS YDS,PASS TDS,INTS,RUSH YDS,RUSH TDS,RECEPTIONS,REC YDS,REC TDS,FG,XP,FANTASY PROJ.
ACC,FLORIDA STATE,RB2,Ousmane Kromah,0,0,0,0,0,615,6,14,115,1,0,0,136.5
ACC,FLORIDA STATE,RB3,Samuel Singleton Jr.,0,0,0,0,0,295,3,8,65,0,0,0,61.5
ACC,FLORIDA STATE,WR1,Duce Robinson,0,0,0,0,0,5,0,72,1250,10,0,0,257.5
ACC,FLORIDA STATE,WR2,Micahi Danzy,0,0,0,0,0,70,1,45,650,5,0,0,153
ACC,FLORIDA STATE,WR3,Jayvan Boggs,0,0,0,0,0,15,0,39,565,4,0,0,121
ACC,FLORIDA STATE,WR4,Tae'Shaun Gelsey,0,0,0,0,0,10,0,23,315,2,0,0,68.5
ACC,FLORIDA STATE,TE1,Desirrio Riles,0,0,0,0,0,0,0,29,355,4,0,0,88.5
ACC,FLORIDA STATE,TE2,Landen Thomas,0,0,0,0,0,0,0,22,275,3,0,0,67.5
ACC,FLORIDA STATE,K,Gabe Panikowski,0,0,0,0,0,0,0,0,0,0,18,55,109
ACC,GEORGIA TECH,QB1,Alberto Mendoza,238,361,2875,22,9,445,7,0,0,0,0,0,315.5
ACC,GEORGIA TECH,QB2,Graham Knowles,24,39,285,2,1,55,1,0,0,0,0,0,37.9
ACC,GEORGIA TECH,RB1,Justice Haynes,0,0,0,0,0,1185,11,24,205,2,0,0,289
ACC,GEORGIA TECH,RB2,Malachi Hosley,0,0,0,0,0,645,6,13,105,1,0,0,147
ACC,GEORGIA TECH,RB3,Trelain Maddox,0,0,0,0,0,285,3,6,45,0,0,0,57.5
ACC,GEORGIA TECH,WR1,Isaiah Fuhrmann,0,0,0,0,0,15,0,57,835,7,0,0,183
ACC,GEORGIA TECH,WR2,Jaylen Mbakwe,0,0,0,0,0,145,2,48,675,5,0,0,180
ACC,GEORGIA TECH,WR3,Jordan Allen,0,0,0,0,0,10,0,34,485,4,0,0,108.5
ACC,GEORGIA TECH,WR4,Jaiven Plummer,0,0,0,0,0,10,0,20,275,2,0,0,59.5
ACC,GEORGIA TECH,TE1,Chris Corbo,0,0,0,0,0,0,0,30,365,4,0,0,90.5
ACC,GEORGIA TECH,TE2,Gavin Harris,0,0,0,0,0,0,0,15,175,1,0,0,38.5
ACC,GEORGIA TECH,K,Aidan Birr,0,0,0,0,0,0,0,0,0,0,20,63,123
ACC,LOUISVILLE,QB1,Lincoln Kienholz,246,372,3145,26,9,345,5,0,0,0,0,0,306.3
ACC,LOUISVILLE,QB2,Davin Wydner,24,38,295,2,1,45,0,0,0,0,0,0,28.3
ACC,LOUISVILLE,RB1,Isaac Brown,0,0,0,0,0,1285,12,28,255,2,0,0,301
ACC,LOUISVILLE,RB2,Keyjuan Brown,0,0,0,0,0,565,5,14,115,1,0,0,126.5
ACC,LOUISVILLE,RB3,Marquise Davis,0,0,0,0,0,335,3,8,65,0,0,0,67.5
ACC,LOUISVILLE,WR1,Tre Richardson,0,0,0,0,0,20,0,64,965,8,0,0,209.5
ACC,LOUISVILLE,WR2,Lawayne McCoy,0,0,0,0,0,35,1,57,835,6,0,0,218
ACC,LOUISVILLE,WR3,TreyShun Hurry,0,0,0,0,0,10,0,38,535,4,0,0,115.5
ACC,LOUISVILLE,WR4,Terrence McWilliams Jr.,0,0,0,0,0,10,0,23,315,2,0,0,68.5
ACC,LOUISVILLE,TE1,Brody Foley,0,0,0,0,0,0,0,32,395,4,0,0,95.5
ACC,LOUISVILLE,TE2,Jaleel Skinner,0,0,0,0,0,0,0,18,225,2,0,0,52.5
ACC,LOUISVILLE,K,Nick Keller,0,0,0,0,0,0,0,0,0,0,20,67,127
ACC,MIAMI,QB1,Darian Mensah,264,392,3485,31,9,315,5,0,0,0,0,0,334.9
ACC,MIAMI,QB2,Luke Nickel,27,42,335,3,1,45,0,0,0,0,0,0,33.9
ACC,MIAMI,RB1,Mark Fletcher Jr.,0,0,0,0,0,1345,14,24,205,2,0,0,313.5
ACC,MIAMI,RB2,CharMar Brown,0,0,0,0,0,515,4,11,95,1,0,0,104.5
ACC,MIAMI,RB3,Girard Pringle Jr.,0,0,0,0,0,245,2,6,50,0,0,0,47.5
ACC,MIAMI,WR1,Malachi Toney,0,0,0,0,0,55,1,101,1385,11,0,0,314
ACC,MIAMI,WR2,Cooper Barkate,0,0,0,0,0,20,0,49,715,5,0,0,152.5
ACC,MIAMI,WR3,Vandrevius Jacobs,0,0,0,0,0,15,0,38,545,4,0,0,117
ACC,MIAMI,WR4,Cam Vaughn,0,0,0,0,0,10,0,22,305,2,0,0,64.5
ACC,MIAMI,TE1,Elija Lofton,0,0,0,0,0,0,0,35,445,5,0,0,109.5
ACC,MIAMI,TE2,Luka Gilbert,0,0,0,0,0,0,0,17,215,2,0,0,50.5
ACC,MIAMI,K,Jack Olsen,0,0,0,0,0,0,0,0,0,0,21,74,137
ACC,NORTH CAROLINA,QB1,Billy Edwards Jr.,244,381,3095,24,10,285,4,0,0,0,0,0,288.3
ACC,NORTH CAROLINA,QB2,Miles O'Neill,26,41,325,2,1,55,1,0,0,0,0,0,39.5
ACC,NORTH CAROLINA,RB1,Demon June,0,0,0,0,0,975,9,21,165,1,0,0,195
ACC,NORTH CAROLINA,RB2,Benjamin Hall,0,0,0,0,0,625,6,13,105,1,0,0,144.5
ACC,NORTH CAROLINA,RB3,Kaleb Jackson,0,0,0,0,0,345,3,8,65,0,0,0,67.5
ACC,NORTH CAROLINA,WR1,Jordan Shipp,0,0,0,0,0,20,0,68,1025,8,0,0,220.5
ACC,NORTH CAROLINA,WR2,Trech Kekahuna,0,0,0,0,0,35,1,56,805,6,0,0,213
ACC,NORTH CAROLINA,WR3,Nathan Leacock,0,0,0,0,0,10,0,39,565,4,0,0,120.5
ACC,NORTH CAROLINA,WR4,Madrid Tucker,0,0,0,0,0,10,0,23,315,2,0,0,68.5
ACC,NORTH CAROLINA,TE1,Jelani Thurman,0,0,0,0,0,0,0,34,425,5,0,0,106.5
ACC,NORTH CAROLINA,TE2,Jordan Washington,0,0,0,0,0,0,0,17,205,2,0,0,49.5
ACC,NORTH CAROLINA,K,Aeron Burrell,0,0,0,0,0,0,0,0,0,0,20,66,126
ACC,NC STATE,QB1,CJ Bailey,248,382,3215,26,10,425,6,0,0,0,0,0,329.1
ACC,NC STATE,QB2,Will Wilson,24,38,285,2,1,45,0,0,0,0,0,0,28.4
ACC,NC STATE,RB1,"Jayden ""Duke"" Scott",0,0,0,0,0,1045,10,22,185,1,0,0,223.5
ACC,NC STATE,RB2,Davion Gause,0,0,0,0,0,645,6,15,125,1,0,0,143
ACC,NC STATE,RB3,Jonathan Paylor,0,0,0,0,0,285,3,14,145,1,0,0,90.5
ACC,NC STATE,WR1,Victor Snow,0,0,0,0,0,20,0,67,1015,8,0,0,217.5
ACC,NC STATE,WR2,Keenan Jackson,0,0,0,0,0,15,0,54,805,6,0,0,191
ACC,NC STATE,WR3,Teddy Hoffmann,0,0,0,0,0,10,0,39,555,4,0,0,119.5
ACC,NC STATE,WR4,"Joshisa ""Jojo"" Trader",0,0,0,0,0,25,0,27,385,3,0,0,109.5
ACC,NC STATE,TE1,Preston Douglas,0,0,0,0,0,0,0,30,365,4,0,0,90.5
ACC,NC STATE,TE2,Vander Ploog,0,0,0,0,0,0,0,16,185,1,0,0,40.5
ACC,NC STATE,K,Kanoah Vinesett,0,0,0,0,0,0,0,0,0,0,19,61,118
ACC,PITTSBURGH,QB1,Mason Heintschel,219,344,2618,19,11,308,4,0,0,0,0,0,243.52
ACC,PITTSBURGH,QB2,Holden Geriner,28,44,337,3,1,41,0,0,0,0,0,0,31.58
ACC,PITTSBURGH,RB1,Ja'Kyrian Turner,0,0,0,0,0,982,9,18,148,1,0,0,188
ACC,PITTSBURGH,RB2,La'Vell Wright,0,0,0,0,0,642,6,12,94,1,0,0,136.6
ACC,PITTSBURGH,RB3,Damon Ferguson Jr.,0,0,0,0,0,274,2,7,58,0,0,0,59.2
ACC,PITTSBURGH,WR1,Malik Knight,0,0,0,0,0,18,0,61,887,7,0,0,191.5
ACC,PITTSBURGH,WR2,Cataurus Hicks,0,0,0,0,0,12,0,46,674,5,0,0,145.6
ACC,PITTSBURGH,WR3,Bryce Yates,0,0,0,0,0,9,0,34,492,4,0,0,107.1
ACC,PITTSBURGH,WR4,Tony Kinsler,0,0,0,0,0,11,0,21,286,2,0,0,62.7
ACC,PITTSBURGH,TE1,Carson Kent,0,0,0,0,0,0,0,33,401,4,0,0,97.1
ACC,PITTSBURGH,TE2,Elijah Lagg,0,0,0,0,0,0,0,16,193,1,0,0,41.3
ACC,PITTSBURGH,K,Sam Hunsaker,0,0,0,0,0,0,0,0,0,0,17,49,100
ACC,SMU,QB1,Kevin Jennings,271,401,3488,31,9,462,7,0,0,0,0,0,356.72
ACC,SMU,QB2,Ty Hawkins,31,47,396,3,1,74,1,0,0,0,0,0,46.24
ACC,SMU,RB1,Kendrick Raphael,0,0,0,0,0,1094,10,24,208,2,0,0,275.2
ACC,SMU,RB2,Derrick McFall,0,0,0,0,0,648,6,13,102,1,0,0,144
ACC,SMU,RB3,Dramekco Green,0,0,0,0,0,296,3,7,61,0,0,0,67.7
ACC,SMU,WR1,Yamir Knight,0,0,0,0,0,22,0,73,1088,9,0,0,240
ACC,SMU,WR2,Yannick Smith,0,0,0,0,0,31,1,57,836,6,0,0,223.7
ACC,SMU,WR3,Jalen Cooper,0,0,0,0,0,14,0,41,592,4,0,0,125.2
ACC,SMU,WR4,Carterrious Brown,0,0,0,0,0,12,0,24,337,2,0,0,72.9
ACC,SMU,TE1,Theo Melin Ohrstrom,0,0,0,0,0,0,0,36,448,5,0,0,110.8
ACC,SMU,TE2,Randy Pittman Jr.,0,0,0,0,0,0,0,19,241,2,0,0,55.1
ACC,SMU,K,Nick Reed,0,0,0,0,0,0,0,0,0,0,21,73,136
ACC,STANFORD,QB1,Davis Warren,233,364,2841,21,11,148,3,0,0,0,0,0,236.74
ACC,STANFORD,QB2,Dylan Rizk,29,46,372,3,1,51,1,0,0,0,0,0,42.98
ACC,STANFORD,RB1,Micah Ford,0,0,0,0,0,1038,9,19,164,1,0,0,195.2
ACC,STANFORD,RB2,Sedrick Irvin,0,0,0,0,0,612,5,14,118,1,0,0,129
ACC,STANFORD,RB3,Tuna Altahir,0,0,0,0,0,281,2,8,66,0,0,0,54.7
ACC,STANFORD,WR1,Carter Shaw,0,0,0,0,0,16,0,62,902,7,0,0,194.2
ACC,STANFORD,WR2,JonAnthony Hall,0,0,0,0,0,18,0,48,694,5,0,0,148.2
ACC,STANFORD,WR3,Nico Brown,0,0,0,0,0,11,0,37,516,4,0,0,113.7
ACC,STANFORD,WR4,Caden High,0,0,0,0,0,9,0,24,328,2,0,0,70.7
ACC,STANFORD,TE1,Benji Blackburn,0,0,0,0,0,0,0,33,402,4,0,0,97.2
ACC,STANFORD,TE2,Chico Holt,0,0,0,0,0,0,0,17,211,2,0,0,50.1
ACC,STANFORD,K,Emmet Kenney,0,0,0,0,0,0,0,0,0,0,18,51,105
ACC,SYRACUSE,QB1,Steve Angeli,266,398,3426,29,10,102,2,0,0,0,0,0,255.24
ACC,SYRACUSE,QB2,Amari Odom,33,51,428,4,1,136,1,0,0,0,0,0,50.72
ACC,SYRACUSE,RB1,Ahmad Miller,0,0,0,0,0,948,8,22,176,1,0,0,188.4
ACC,SYRACUSE,RB2,Ju'Juan Johnson,0,0,0,0,0,634,6,17,149,1,0,0,142.3
ACC,SYRACUSE,RB3,Tylik Hill,0,0,0,0,0,318,3,8,63,0,0,0,64.1
ACC,SYRACUSE,WR1,Cole Weaver,0,0,0,0,0,15,0,56,790,5,0,0,166.5
ACC,SYRACUSE,WR2,Zamondre Merriweather,0,0,0,0,0,14,0,56,824,6,0,0,176.4
ACC,SYRACUSE,WR3,Darien Williams,0,0,0,0,0,12,0,41,586,4,0,0,123.8
ACC,SYRACUSE,WR4,Bryan Wilder,0,0,0,0,0,10,0,14,180,1,0,0,39
ACC,SYRACUSE,TE1,David Clement,0,0,0,0,0,0,0,33,404,4,0,0,97.4
ACC,SYRACUSE,TE2,Noah Meyers,0,0,0,0,0,0,0,24,285,2,0,0,64.5
ACC,SYRACUSE,K,Tripp Woody,0,0,0,0,0,0,0,0,0,0,21,64,127
ACC,VIRGINIA,QB1,Beau Pribula,208,324,2472,18,9,768,12,0,0,0,0,0,332.68
ACC,VIRGINIA,QB2,Eli Holstein,47,74,638,5,2,126,1,0,0,0,0,0,69.12
ACC,VIRGINIA,RB1,Peyton Lewis,0,0,0,0,0,1048,9,24,206,2,0,0,239.4
ACC,VIRGINIA,RB2,Jekail Middlebrook,0,0,0,0,0,842,8,18,152,1,0,0,204.4
ACC,VIRGINIA,RB3,Solomon Beebe,0,0,0,0,0,314,3,8,64,0,0,0,63.8
ACC,VIRGINIA,WR1,Jacquon Gibson,0,0,0,0,0,18,0,66,982,8,0,0,212.2
ACC,VIRGINIA,WR2,Rico Flores Jr.,0,0,0,0,0,12,0,61,894,7,0,0,191.6
ACC,VIRGINIA,WR3,Kameron Courtney,0,0,0,0,0,11,0,35,508,4,0,0,117.9
ACC,VIRGINIA,WR4,Dillon Newton-Short,0,0,0,0,0,8,0,22,314,2,0,0,66.2
ACC,VIRGINIA,TE1,Dakota Twitty,0,0,0,0,0,0,0,31,378,4,0,0,92.8
ACC,VIRGINIA,TE2,John Rogers,0,0,0,0,0,0,0,16,206,2,0,0,48.6
ACC,VIRGINIA,K,Will Bettridge,0,0,0,0,0,0,0,0,0,0,19,57,114
ACC,VIRGINIA TECH,QB1,Ethan Grunkemeyer,228,347,2716,20,11,436,6,0,0,0,0,0,278.24
ACC,VIRGINIA TECH,QB2,Bryce Baker,34,52,431,3,1,82,1,0,0,0,0,0,50.44
ACC,VIRGINIA TECH,RB1,Marcellous Hawkins,0,0,0,0,0,1034,9,19,161,1,0,0,209.5
ACC,VIRGINIA TECH,RB2,Bill Davis,0,0,0,0,0,712,7,14,116,1,0,0,167.8
ACC,VIRGINIA TECH,RB3,Jeffrey Overton Jr.,0,0,0,0,0,248,2,6,47,0,0,0,53.5
ACC,VIRGINIA TECH,WR1,Que'Sean Brown,0,0,0,0,0,14,0,61,842,6,0,0,181.6
ACC,VIRGINIA TECH,WR2,Ayden Greene,0,0,0,0,0,11,0,49,718,5,0,0,151.9
ACC,VIRGINIA TECH,WR3,Marlion Jackson,0,0,0,0,0,9,0,34,496,4,0,0,108.5
ACC,VIRGINIA TECH,WR4,"Keylen ""Brodie"" Adams",0,0,0,0,0,13,0,22,301,2,0,0,67.4
ACC,VIRGINIA TECH,TE1,Benji Gosnell,0,0,0,0,0,0,0,36,437,4,0,0,103.7
ACC,VIRGINIA TECH,TE2,Luke Reynolds,0,0,0,0,0,0,0,17,214,2,0,0,50.4
ACC,VIRGINIA TECH,K,John Love,0,0,0,0,0,0,0,0,0,0,20,56,116
ACC,WAKE FOREST,QB1,Gio Lopez,241,362,2948,23,9,614,8,0,0,0,0,0,333.32
ACC,WAKE FOREST,QB2,Steele Pizzella,29,44,358,3,1,67,1,0,0,0,0,0,43.02
ACC,WAKE FOREST,RB1,Ty Clark III,0,0,0,0,0,986,9,21,176,1,0,0,196.2
ACC,WAKE FOREST,RB2,KD Daniels,0,0,0,0,0,648,6,15,128,1,0,0,147.6
ACC,WAKE FOREST,RB3,Sawyer Seidl,0,0,0,0,0,271,2,7,59,0,0,0,60
ACC,WAKE FOREST,WR1,Carlos Hernandez,0,0,0,0,0,16,0,64,914,7,0,0,198
ACC,WAKE FOREST,WR2,Antonio Meeks,0,0,0,0,0,13,0,52,736,5,0,0,156.9
ACC,WAKE FOREST,WR3,Kam Shanks,0,0,0,0,0,11,0,37,518,4,0,0,119.9
ACC,WAKE FOREST,WR4,Ny Carr,0,0,0,0,0,12,0,24,347,3,0,0,77.9
ACC,WAKE FOREST,TE1,Kamrean Johnson,0,0,0,0,0,0,0,34,396,4,0,0,97.6
ACC,WAKE FOREST,TE2,Landon Morris,0,0,0,0,0,0,0,18,223,2,0,0,52.3
ACC,WAKE FOREST,K,Connor Calvert,0,0,0,0,0,0,0,0,0,0,18,49,103
SEC,ALABAMA,QB1,Keelon Russell,236,356,3078,26,10,428,6,0,0,0,0,0,318.9
SEC,ALABAMA,QB2,Austin Mack,36,52,462,4,1,38,1,0,0,0,0,0,50.28
SEC,ALABAMA,RB1,Daniel Hill,0,0,0,0,0,1098,11,24,214,2,0,0,276.2
SEC,ALABAMA,RB2,Kevin Riley,0,0,0,0,0,742,7,16,148,1,0,0,191
SEC,ALABAMA,RB3,AK Dear,0,0,0,0,0,388,4,10,86,1,0,0,101.4
SEC,ALABAMA,WRX,Noah Rogers,0,0,0,0,0,12,0,58,864,7,0,0,187.6
SEC,ALABAMA,WRZ,Ryan Coleman-Williams,0,0,0,0,0,26,1,73,1138,10,0,0,252.4
SEC,ALABAMA,WRF,Lotzeir Brooks,0,0,0,0,0,41,1,67,918,7,0,0,210.7
SEC,ALABAMA,WR4,Cederian Morgan,0,0,0,0,0,9,0,39,612,5,0,0,131.1
SEC,ALABAMA,TE1,Kaleb Edwards,0,0,0,0,0,0,0,34,446,5,0,0,108.6
SEC,ALABAMA,TE2,Jay Lindsey,0,0,0,0,0,0,0,17,228,2,0,0,51.8
SEC,ALABAMA,K,Conor Talty,0,0,0,0,0,0,0,0,0,0,22,71,137
SEC,ARKANSAS,QB1,KJ Jackson,224,341,2768,22,10,682,10,0,0,0,0,0,353.92
SEC,ARKANSAS,QB2,AJ Hill,31,49,398,3,1,76,1,0,0,0,0,0,45.52
SEC,ARKANSAS,RB1,Braylen Russell,0,0,0,0,0,1012,9,19,162,1,0,0,208.4
SEC,ARKANSAS,RB2,Jasper Parker,0,0,0,0,0,684,6,16,138,1,0,0,155.2
SEC,ARKANSAS,RB3,Sutton Smith,0,0,0,0,0,342,3,10,82,1,0,0,88.4
SEC,ARKANSAS,WRX,Donovan Faupel,0,0,0,0,0,11,0,49,716,5,0,0,151.7
SEC,ARKANSAS,WRZ,Chris Marshall,0,0,0,0,0,24,0,49,842,6,0,0,169.6
SEC,ARKANSAS,WRF,Jamari Hawkins,0,0,0,0,0,41,1,46,715,4,0,0,144.6
SEC,ARKANSAS,WR4,Jalen Brown,0,0,0,0,0,9,0,28,441,3,0,0,94
SEC,ARKANSAS,TE1,Jaden Platt,0,0,0,0,0,0,0,38,514,5,0,0,119.4
SEC,ARKANSAS,TE2,Ty Lockwood,0,0,0,0,0,0,0,17,226,2,0,0,51.6
SEC,ARKANSAS,K,Max Gilbert,0,0,0,0,0,0,0,0,0,0,22,61,127
SEC,AUBURN,QB1,Byrum Brown,238,361,2916,24,9,756,10,0,0,0,0,0,367.24
SEC,AUBURN,QB2,Tristan Ti'a,27,42,338,3,1,84,1,0,0,0,0,0,43.92
SEC,AUBURN,RB1,Jeremiah Cobb,0,0,0,0,0,986,9,20,168,1,0,0,204.4
SEC,AUBURN,RB2,Bryson Washington,0,0,0,0,0,768,7,18,151,1,0,0,182.9
SEC,AUBURN,RB3,Nykahi Davenport,0,0,0,0,0,401,4,10,84,1,0,0,92.5
SEC,AUBURN,WRX,Jeremiah Koger,0,0,0,0,0,13,0,44,671,5,0,0,143.4
SEC,AUBURN,WRZ,Keshaun Singleton,0,0,0,0,0,34,1,61,948,7,0,0,210.2
SEC,AUBURN,WRF,Chas Nimrod,0,0,0,0,0,21,0,53,758,5,0,0,160.9
SEC,AUBURN,WR4,Brian Williams Jr.,0,0,0,0,0,12,0,29,436,3,0,0,92.8
SEC,AUBURN,TE1,Jonathan Echols,0,0,0,0,0,0,0,37,462,5,0,0,113.2
SEC,AUBURN,TE2,Jake Johnson,0,0,0,0,0,0,0,21,276,2,0,0,60.6
SEC,AUBURN,K,Alex McPherson,0,0,0,0,0,0,0,0,0,0,23,63,132
SEC,FLORIDA,QB1,Aaron Philo,241,366,3028,24,10,268,4,0,0,0,0,0,274.92
SEC,FLORIDA,QB2,Tramell Jones Jr.,42,63,548,5,2,154,2,0,0,0,0,0,76.32
SEC,FLORIDA,RB1,Jadan Baugh,0,0,0,0,0,1286,13,24,214,2,0,0,302
SEC,FLORIDA,RB2,Evan Pryor,0,0,0,0,0,592,5,22,224,1,0,0,153.6
SEC,FLORIDA,RB3,London Montgomery,0,0,0,0,0,314,3,9,81,1,0,0,83.5
SEC,FLORIDA,WRX,Dallas Wilson,0,0,0,0,0,11,0,38,590,6,0,0,134.1
SEC,FLORIDA,WRZ,Eric Singleton Jr.,0,0,0,0,0,42,1,54,740,5,0,0,172.2
SEC,FLORIDA,WRF,Vernell Brown III,0,0,0,0,0,24,0,78,985,7,0,0,219.9
SEC,FLORIDA,WR4,TJ Abrams,0,0,0,0,0,9,0,24,362,2,0,0,72.1
SEC,FLORIDA,TE1,Luke Harpring,0,0,0,0,0,0,0,33,421,4,0,0,99.1
SEC,FLORIDA,TE2,Amir Jackson,0,0,0,0,0,0,0,17,236,2,0,0,52.6
SEC,FLORIDA,K,Patrick Durkin,0,0,0,0,0,0,0,0,0,0,21,64,127
SEC,GEORGIA,QB1,Gunner Stockton,246,364,3186,27,8,238,4,0,0,0,0,0,292.04
SEC,GEORGIA,QB2,Ryan Puglisi,37,56,484,4,1,71,1,0,0,0,0,0,52.46
SEC,GEORGIA,RB1,Nate Frazier,0,0,0,0,0,1248,13,18,164,1,0,0,295.2
SEC,GEORGIA,RB2,Chauncey Bowens,0,0,0,0,0,684,6,15,136,1,0,0,154
SEC,GEORGIA,RB3,Dante Dowdell,0,0,0,0,0,512,7,9,74,0,0,0,110.6
SEC,GEORGIA,WRX,Isiah Canion,0,0,0,0,0,18,0,64,895,8,0,0,201.3
SEC,GEORGIA,WRZ,London Humphreys,0,0,0,0,0,14,0,48,710,5,0,0,149.4
SEC,GEORGIA,WRF,Sacovie White-Helton,0,0,0,0,0,27,0,38,465,4,0,0,109.2
SEC,GEORGIA,WR4,CJ Wiley,0,0,0,0,0,11,0,34,518,4,0,0,111.9
SEC,GEORGIA,TE1,Lawson Luckie,0,0,0,0,0,0,0,39,514,5,0,0,120.4
SEC,GEORGIA,TE2,Jaden Reddell,0,0,0,0,0,0,0,18,236,2,0,0,53.6
SEC,GEORGIA,K,Peyton Woodring,0,0,0,0,0,0,0,0,0,0,24,72,144
SEC,KENTUCKY,QB1,Kenny Minchey,232,351,2876,23,9,286,3,0,0,0,0,0,268.64
SEC,KENTUCKY,QB2,Matt Ponatoski,41,63,516,4,2,54,1,0,0,0,0,0,49.04
SEC,KENTUCKY,RB1,CJ Baxter,0,0,0,0,0,860,8,19,172,1,0,0,192.2
SEC,KENTUCKY,RB2,Jovantae Barnes,0,0,0,0,0,784,7,18,146,1,0,0,182
SEC,KENTUCKY,RB3,Jason Patterson,0,0,0,0,0,428,4,12,96,1,0,0,101.4
SEC,KENTUCKY,WRX,DJ Miller,0,0,0,0,0,21,0,63,918,7,0,0,198.9
SEC,KENTUCKY,WRZ,Nic Anderson,0,0,0,0,0,24,1,54,842,7,0,0,183.6
SEC,KENTUCKY,WRF,Shane Carr,0,0,0,0,0,36,1,58,786,5,0,0,177.2
SEC,KENTUCKY,WR4,Hardley Gilmore IV,0,0,0,0,0,11,0,29,432,3,0,0,91.3
SEC,KENTUCKY,TE1,Willie Rodriguez,0,0,0,0,0,0,0,36,441,4,0,0,102.1
SEC,KENTUCKY,TE2,Henry Boyer,0,0,0,0,0,0,0,18,224,2,0,0,52.4
SEC,KENTUCKY,K,Jacob Kauwe,0,0,0,0,0,0,0,0,0,0,21,58,121
SEC,LSU,QB1,Sam Leavitt,268,391,3478,31,9,428,6,0,0,0,0,0,360.92
SEC,LSU,QB2,Landen Clark,26,41,336,3,1,58,1,0,0,0,0,0,40.24
SEC,LSU,RB1,Harlem Berry,0,0,0,0,0,1084,11,31,286,3,0,0,285
SEC,LSU,RB2,Caden Durham,0,0,0,0,0,824,8,22,194,2,0,0,221.8
SEC,LSU,RB3,Dilin Jones,0,0,0,0,0,336,3,10,88,1,0,0,89.4
SEC,LSU,WRX,Jayce Brown,0,0,0,0,0,18,0,66,1018,8,0,0,215.6
SEC,LSU,WRZ,Jackson Harris,0,0,0,0,0,14,0,47,694,5,0,0,146.8
SEC,LSU,WRF,Winston Watkins Jr.,0,0,0,0,0,39,1,71,924,7,0,0,225.3
SEC,LSU,WR4,Malik Elzy,0,0,0,0,0,11,0,32,471,4,0,0,103.2
SEC,LSU,TE1,Trey'Dez Green,0,0,0,0,0,0,0,42,588,7,0,0,143.8
SEC,LSU,TE2,Malachi Thomas,0,0,0,0,0,0,0,16,214,2,0,0,49.4
SEC,LSU,K,Scott Starzyk,0,0,0,0,0,0,0,0,0,0,23,69,138
SEC,OLE MISS,QB1,Trinidad Chambliss,269,387,3542,32,8,648,7,0,0,0,0,0,412.5
SEC,OLE MISS,QB2,Deuce Knight,34,52,472,4,2,286,4,0,0,0,0,0,83.5
SEC,OLE MISS,RB1,Kewan Lacy,0,0,0,0,0,1428,14,28,244,2,0,0,322.2
SEC,OLE MISS,RB2,Makhi Frazier,0,0,0,0,0,516,5,15,132,1,0,0,129.8
SEC,OLE MISS,RB3,Joshua Dye,0,0,0,0,0,248,2,8,71,0,0,0,56.9
SEC,OLE MISS,WRX,Deuce Alexander,0,0,0,0,0,18,0,63,948,7,0,0,201.6
SEC,OLE MISS,WRZ,Darrell Gill Jr.,0,0,0,0,0,22,1,54,786,6,0,0,177.8
SEC,OLE MISS,WRF,Johntay Cook II,0,0,0,0,0,51,1,71,982,8,0,0,239.3
SEC,OLE MISS,WR4,Cameron Miller,0,0,0,0,0,12,0,31,448,3,0,0,95
SEC,OLE MISS,TE1,Luke Hasz,0,0,0,0,0,0,0,46,612,7,0,0,149.2
SEC,OLE MISS,TE2,Brady Prieskorn,0,0,0,0,0,0,0,22,287,3,0,0,69.7
SEC,OLE MISS,K,Lucas Carneiro,0,0,0,0,0,0,0,0,0,0,24,68,140
SEC,MISSISSIPPI STATE,QB1,KaMario Taylor,239,361,3028,24,10,724,9,0,0,0,0,0,372.52
SEC,MISSISSIPPI STATE,QB2,AJ Swann,38,61,496,4,2,36,0,0,0,0,0,0,35.44
SEC,MISSISSIPPI STATE,RB1,Fluff Bothwell,0,0,0,0,0,1098,11,24,201,2,0,0,272.9
SEC,MISSISSIPPI STATE,RB2,Xavier Gayten,0,0,0,0,0,512,4,15,126,1,0,0,129.8
SEC,MISSISSIPPI STATE,RB3,Kolin Wilson,0,0,0,0,0,244,2,7,58,0,0,0,54.2
SEC,MISSISSIPPI STATE,WRX,Marquis Johnson,0,0,0,0,0,18,0,64,948,7,0,0,200.6
SEC,MISSISSIPPI STATE,WRZ,Ayden Williams,0,0,0,0,0,16,0,53,801,6,0,0,169.7
SEC,MISSISSIPPI STATE,WRF,Anthony Evans III,0,0,0,0,0,56,1,71,924,7,0,0,232
SEC,MISSISSIPPI STATE,WR4,Zion Ragins,0,0,0,0,0,34,1,36,526,4,0,0,120
SEC,MISSISSIPPI STATE,TE1,Sam West,0,0,0,0,0,0,0,39,482,5,0,0,117.2
SEC,MISSISSIPPI STATE,TE2,Riley Williams,0,0,0,0,0,0,0,19,248,2,0,0,55.8
SEC,MISSISSIPPI STATE,K,Kyle Ferrie,0,0,0,0,0,0,0,0,0,0,21,61,124
SEC,MISSOURI,QB1,Austin Simmons,257,381,3362,29,9,348,5,0,0,0,0,0,336.28
SEC,MISSOURI,QB2,Nick Evers,29,45,376,3,1,82,1,0,0,0,0,0,46.24
SEC,MISSOURI,RB1,Ahmad Hardy,0,0,0,0,0,1536,16,25,208,1,0,0,347.4
